review,sentiment
"I'm actually too drained to write this review -- bad movies always do that to me -- but I feel obligated, as if it's my civic duty, to warn anyone who might be considering purchasing or viewing this god-awful mess-of-a-picture. Please, please, just take my word: this is one you'll want to stay away from. It's so boring and dull, so insipid and uninspired, such a poor excuse to assemble any familiar talent. Burt Reynolds? Wasted (despite his best efforts). Ice-T is barely in the film, and when he does appear on screen his performance is so restrained and muted that it becomes crystal clear that the director, perhaps intimidated by Ice's intense stare, didn't know what to do with him. Rob Lowe, as the title character, has never displayed so little on-screen charisma. Mario Van Peebles should be ashamed of himself; his performance is, in the saddest sense possible, a joke. Surely, Satan himself signed Mario's check for this film. The plot is as weak, half-baked and annoying as all the music involved (the utterly boring club song seems to continue on, literally, for the first third of the movie). The film's look will prompt one to seriously wonder if the Director of Photography was also forced, like one of the film's forgettable female characters, to smoke crack from a pipe duct-taped to his mouth. And if you're looking, at least, for stylized, shoot-'em-up-type violence you'll get none here. This film, I assure you, I promise you, has Absolutely no redeeming qualities! Please, I implore you, Avoid this Flick! Don't put it in and get suckered into believing that its pace will pick up, it'll get better, and evolve into a decent denouement. It won't. It don't. It can't! It sucks! Now, you have been warned, and I can now go to bed (It's 3am - please forgive any resulting errors this admonition might contain) -- knowing my conscience is clear, because I've done my civic duty for my fellow man!",negative
"The dead spots and picture-postcard superficiality of ""Out of Africa"" just about buried any interest I might have had to read Isak Dinesen. So when my brother bought me ""Babette's Feast,"" and knowing it was based on a Dinesen story, I didn't exactly race to the VCR. But as the titles rolled, it became clear that this was no ordinary movie. Jutland (where it's set) is not Africa; the chill mist that collects on the camera shots is not inviting. The cold, forbidding sea; the heavy, gray clouds; the pale, icy green cliffs--translate to hardships that show on the faces over which director Gabriel Axel draws the curtain. The craggiest is Bodil Kjer's as Philippa; amid the myriad merits of this movie, the most memorable is that face. It stands like a map laying before us the cherished wonder of her minister father's apostolate; like a maze of long-overlooked fjords where the complications of her congregation's perseverance and commitment hang like gleaming escutcheons.<br /><br />I gather it's Dinesen's point how the world is drawn inexplicably to Christian dedication, when Philippa is rejected by her only serious suitor (because he fears he'll never measure up to the rules and rigors of her small religious clique), and he returns to find her mistress of whom he regards as the greatest chef on the continent. I figure it's also her point that Christ answers the doubts and regrets of those who give up worldly success (Philippa's sister Martina rebuffs efforts by a visiting baritone (Jean-Philippe Lafont whose jolliness creates an uplifting counterpoint to the sparsity of spirit that surrounds his discovery) to turn her into an opera star; the title character leaves France and an enviable reputation and seeks sanctuary as the servant of two spinster sisters) to pursue artistic triumphs for only God and those closest to Him to witness. But it's Axel who weaves the asperity of these people's lives with the richness of Martina's voice and Babette Hersant's table and effects a sumptuousness you'd never expect from a movie about sacrifice, faith, and religious conviction.<br /><br />What sets this movie apart from other religious movies is its sly humor. ""Babette's Feast,"" that is, the banquet itself--a posthumous commemoration of the minister's 100th birthday--is a beautifully orchestrated clash of sensibilities that delivers comic moments by an ensemble of actors that are unparalleled in their subtlety. It's just this deft comedy that enriches the solemn sentiments at closing. Together they do something pious movies seldom do. They leave a believer tremulously hopeful and unexpectedly resolute and humbled.",positive
"Some might scoff, but there is actually a real art with making particularly bad films. This misses out on all fronts.<br /><br />A bunch of young people -- women with heaving breasts and continuously wet T-Shirts, naturally -- go to film ""blood surfing"" and end up running into a 31 foot crocodile.<br /><br />Not only was the croc obviously fake, but some of the props [notice the boat hitting the reef in particular] look like they've come out of thunderbirds!<br /><br />No good, from start to finish. Don't see it!",negative
"This was an interesting movie. I could have done without the bathroom scene and the seduction scene - EWWWW! Other than that, I loved the head-banging music this movie revolved around. Chris/Izzy's parents are AWESOME! They totally support their sons interests and believe in him enough to support him - now that is AWESOME!! What really surprised me was the Chris's realization at the end. It was not quite the ""hollywood"" ending on his road to self discovery. The overall rise to stardom and the fall of it was quite a roller- coaster ride.",positive
"Twelve Monkeys is an insane time-travelling, action packed movie that stars Bruce Willis who plays James Cole, a man who is sent back in time to collect information about the devastating plague that ensues in November of 1996. Unfortunately, he is sent back too far to the year 1990 where everyone believes that he is insane.<br /><br />This movie is thrilling and has great acting performances from Bruce Willis, Brad Pitt and Madeleine Stowe. Twelve monkeys is one of the greatest time travelling movies that I believe anybody can enjoy. Terry Gilliam has created a true masterpiece<br /><br />10/10",positive
"""Houseboat Horror"" is often regarded as the worst Australian film ever made and described as a typical slasher film,which carried the promotion 'See the movie that can't get an Academy Award'.An underground disco band members begins to die slashed to death by burned maniac as they are attempting to shoot a music video on a remote lake in the Australian outback.Badly acted and written slasher flick with zero suspense and annoying characters.It certainly delivers the gore:heads are split in half with a machete,throats are cut and a woman is killed with a horseshoe.If you like cheesy slasher movies you can give this one a try,but you have been warned.At least it's better than Swedish ""The Bleeder"".4 out of 10.",negative
"Mickey Rourke is enjoying a renaissance at the moment... and fair play to him. I always liked his image and his acting ability in such fare as Angel Heart and Johnny Handsome. You know what you are going to get with Rourke - mean, moody, dirty. But this film gives you much more - and you don't want most of it.<br /><br />First and foremost - this whole thing just doesn't make sense. Rourke is a hardened IRA killer who after killing a bus-load of schoolchildren flees Ireland for London. He is on the run from the cops and from his own Army comrades. He has also vowed to never kill again. It looks like the bus full of kids finally did it for him.<br /><br />However, when he gets to London he is tracked down by a local mobster (Bates - looking like his eyebrows and hair came straight off a Burton's dummy) to kill his main competitor in turn for £50,000 and a boat trip to the US. Rourke reluctantly agrees to do it but is seen by a priest (Hoskins) and confesses the crime to him in the confessional in order to keep the priest's mouth shut. He figures it is better than killing him.<br /><br />A wealth of things arise here which just don't add up : <br /><br />1. Why pick Rourke to off your competition? As is illustrated by a scene whereby an employee is pinned to a wall by a couple of heavies with what look like awls - these London guys are tough enough anyway to do their own killing.<br /><br />2. Not only that but the Mobster gets a guy to follow Rourke and witness the killing with his own eyes. Why didn't that guy simply kill the competitor and save all the hassle of dealing with Rourke? <br /><br />3.Hoskins sees the murder take place and the police let him go off - without protection, I may add - to take confession? No way.<br /><br />4. Rourke hangs around the church (right next to where he carried out the murder ) immediately after the crime takes place to go to confession. Why aren't the cops checking the place out? <br /><br />5. Rourke hangs around the church and Hoskin's blind niece in particular, for days afterward without anybody bothering him. What? He's on the run and he stays put by the very place where he committed another murder? Stupid.<br /><br />6. The cops actually meet Rourke in the church ""fixing"" the organ and have no idea who he is. Do they not know he is on the run for the school bus bombing? They don't even check up on him? <br /><br />7. Why get Rourke to kill for you, and then tell him to wait around for a few days to get on the boat? You'd think you'd want to get rid of him immediately. Or kill him. One or the other? <br /><br />8. Why does Bates' brother suddenly decide to rape the blind niece in the midst of all the waiting? Could he not restrain himself for a few days? At least until Rourke has been safely offed to the States? Ridiculous.<br /><br />9. Rourke suddenly has inner turmoil after all his years of killing and wins over the blind niece immediately - even after she knows he is a killer, she still loves him? Again - utterly ludicrous. And besides - she falls in ""love"" with him in record time - a few days !!!! <br /><br />10. The whole bomb thing at the end is just plain silly from Bates' point of view.<br /><br />11. Things happen in parts of this film that just do not make sense or are simply in there to help the storyline (and I say that in jest) along. Bates' houses Rourke in a whorehouse until the boat is ready to sail and Rourke suddenly displays a moral high ground to respect the whore in the house - but yet will bed a blind girl.<br /><br />12. Rourke asks a henchman on the boat where Bates is - and the henchman practically spurts out the entire movements of his boss in less than 10 seconds. It was embarrassing - the guy was telling Rourke far more than he even asked.<br /><br />13. Hoskin's priest is an ex-army guy and we see him beat up three henchmen behind a pub. Totally uncalled-for and yet another cringe-worthy scene.<br /><br />I'm gonna stop there at unlucky 13 without mentioning Rourke's hair (so falsely red it is laughable), his accent (which to be fair is not too bad sometimes but deteriorates to a barely heard mumble at other times), his clothes, walk, looks to the heavens etc. Nor will I mention the music and the choppy editing style.<br /><br />Oooppps - I have just mentioned them.<br /><br />Overall - a disaster of a film with some obvious religious imagery thrown in (Rourke on the cross, preaching from a pulpit) which would embarrass a first year film student never mind a top star and director.<br /><br />4/10.",negative
"This movie was like a gathering of people that had been in other movies and they decided to make a really bad movie. It had a dude from ""Detroit Rock City"", a girl from ""The Cosby Show"", that dork that kissed the chick and bought that sausage was in ""Sorority Boys"" and there was more. OK that doesn't make a bad movie in itself, that was just something I noticed. The whole thing with the hooker and the french girl having the same name was dumb and the thing with 37 people writing these notes and if you think they are going to get mixed up.....shocking enough.......you called it. And the purse thing, that was just plain stupid. It was so bad that I watched the movie in two parts and still only made it to the 50 minute mark. If you are watching this and expect ""Van Wilder"" or a movie like that......Don't.",negative
"The whole world is falling prey to a lethal disease, and rain never stops pouring down : nevertheless, in this atmosphere of nightmare, a man and a woman discover that they are neighbors, thanks to a hole in the floor of the man's apartment. They fall in love : at least, all would not have been lost. Although this wonderful film expresses the loneliness and the weakness of human being, there is also some room for hope, in the shiny singing scenes.",positive
"This is a strong recommendation to anyone who reads this review who has never seen the film Total Reality, don't waste your time and money renting this poor excuse for a film. This is, without peer, the single worst movie that I have ever seen in my life. I had nightmares of this movie ever since I saw it. The acting was terrible, and any amateur film maker could make a more decent film. The film blatently rips off far superior sci-fi films, such as TimeCop or Total Recall (where the title seems to have been derived from). I'm sorry, but I just think that there is more entertainment value in watching the side of a cardboard box for two hours. If you already have seen this movie, I feel sorry for you for going through what I did.",negative
"DeNiro is a master...one of my favourites. And I love GOOD sports movies {not into baseball so much, but hey, its sports movies, right?. I was expecting MUCH more for this movie. It seems to start out well: DeNiro is what I expected, Snipes {whom I don't really like} is very good as the spoiled star. Barkin's role, to me, was OK. She's a good actress, but seemed out of place in this role. To me, they always seemed to rush the scenes, and then it drags a bit in places. It just seemed tio me to be so uneven! Considering the cast and the plot, it could have been so much better. I rated it a '4', and I was being generous ~ I'm a tough one with numbers!",negative
"Let me say first off that I am a huge fan of the original series Lonesome Dove and the book it was based from. I have put off watching this sequel for the better part of 10 years due to the bad reviews I'd heard about it. If Tommy Lee Jones wasn't playing Capt. Call I didn't see the point. If Larry McMurtry wasn't involved why should I care? How wrong I was.<br /><br />This is in so many ways a worthy sequel to Lonesome Dove, maybe even more so than the dark mood of Streets Of Laredo. The story, acting, production, cinematography are all top-notch. Of course the script isn't as colorful as Lonesome Dove but it has it's moments. And, much to my surprise, there are bits of Lonesome Done in this series; the relationship between July and Clara, completely dismissed in the prequel, is brought up here almost identical to the book, a most welcome surprise. The story isn't all roses, it has it's surprises too. By far the biggest surprise is Jon Voight's interpretation of Capt. Call. While not a direct copy of Tommy Lee Jones' his is both faithful and unique to Voight's credit. The cast is fantastic all across the board, and I don't think Rick Schroeder has done a better job of acting than in this series. Oliver Reed practically steals the show here, he is superb in a role that makes you care for his character as equally as you hate him.<br /><br />It is worth it to watch this if you haven't due to bad criticisms, especially that the DVD is so affordable (I got the 2-disc set for $10.99, you can probably find it cheaper). It is in no way the disappointment that Dead Man's Walk turned out (well, it was for me). And MCMurtry was involved with that one!",positive
"It's hard to praise this film much. The CGI for the dragon was well done, but lacked proper modelling for light and shadow. Also, the same footage is used endlessly of the dragon stomping through corridors which becomes slightly tedious.<br /><br />I was amazed to see ""Marcus Aurelius"" in the acting credits, wondering what an ex-Emperor of the Roman Empire was doing acting in this film! Like ""Whoopie Goldberg"" it must be an alias, and can one blame him for using one if he appears in this stinker.<br /><br />The story might been interesting, but the acting is flat, and direction is tedious. If you MUST watch this film, go around to your friend's house and get drunk while doing so - then it'll be enjoyable.",negative
"Incredibly, ""Vampire Assassin"" is significantly worse than such atrocities as ""Tequila Body Shots"" and ""Zombie Nation"" - and those movies are TERRIBLE. Writer/director/star Ron Hall is devoid of both charisma and acting ability, and is also clearly incapable of the most basic directorial concepts. Possibly the worst camera-work, editing, lighting, sound, visual effects, music and fight choreography I have ever seen in a movie. Rarely do two shots cut together, nor can you see much in the beyond-dim lighting. The terrible dialogue is spoken extremely slowly by a supremely untalented cast, stretching the movie to a near-deadly 87 minutes. This is a truly laughable embarrassment for everyone involved. Obviously, aficionados of terrible film-making will want to see this, but it's very hard to sit through no matter how experienced a bad-movie viewer you are. The fact that Ron Hall thought this was actually releasable is astounding. If you are a movie director, and you actually think it's OK for the opening credits of your movie to include a few frames of the words SLUG before the title appears, left over from your rough edit - and you apparently can't muster the energy to edit those frames out - then your standards are obviously so low as to be insulting. I am astounded that Lions Gate/Maple agreed to release this movie on DVD. In spite of Rudy Ray Moore's very brief cameo, this movie is a work of supreme self-indulgence on Ron Hall's part - he clearly thinks he is a formidable actor, and must also believe he possesses superior writing and directing skills - but the movie is so unbelievably inept that it's hard to believe he'd actually want people to see it for fear of being brutally excoriated like I'm doing right now. A jaw-dropping, insanely terrible movie. I'm not kidding.",negative
"A complex story laid on the background of partition of Bharat. An honest Muslim who kidnaps an innocent Hindu girl, and an educated Hindu who burns the harvest of a Muslim man - yet in the end you end up liking them both. The story is powerful, yet the screenplay and flow are hesitant. Background music score and the songs are outstanding. Next comes memorable acting by veteran Urmila Matondkar. Photography captures the time, the violence, and flavor of rural Punjab very well. Others actors either did not act well, or did not get a chance to act. Direction is really the weakest link. The characters were not developed well. Not crisp, in contrast to ""the Earth"", where even a 5-line character leaves a mark. The end is very interesting. This story could have several different ending - and all of them could have been equally good.",positive
"How do these guys keep going? They're about 50 years old each, and act as if they're only 30. They play 3 hours of music at every concert, and barely break a sweat. This DVD is their first concert in Rio, Brazil. Although the people don't speak English, they try to memorize the words to the most famous Rush songs, and try to sing a foreign language at the concert with their best friends.<br /><br />From Tom Sawyer to The Spirit of Radio, this concert DVD will keep you in the chair not wanting to pause or move away from the classics that you've listened to when you were young. This is their 30th reunion tour (started in 1974). I went to their Scranton PA concert, and this was just as good, although in PA they didn't play Freewill, so I was upset.<br /><br />They have Freewill, they have The Trees, they have YYZ, The Pass, Driven, Dreamline, Red Sector A, Limelight, Roll the Bones, 2112, and much more. 10 out of 10, because nothing else compares. If you never go to a Rush concert, then at least buy this DVD.",positive
"It's hard to imagine that ""The Battle of Elderbush Gulch"", directed by the legendary D.W. Griffith, was made a way back in 1914. It is a showcase for Griffith's emerging style.<br /><br /> The story centers around a group of settlers called the Cameron Brothers and their families which include a young waif (Mae Marsh) sent out from the east to live with her uncles and a young wife (Lillian Gish) who has just given birth. A group of Indians tries to capture the waif's pet dogs and are driven off by the men folk. During the confrontation the Indian Chief's son (Henry B. Wathall) is killed. The Indian chief plots his revenge and launches an attack on the small community of Elderbush Gulch.<br /><br /> It is this attack, which is quite brutal and graphic for this or any other time, that forms the core of the picture. The Indians slaughter the towns folk, women and children alike and drive them out of town towards the Cameron's homestead. The newborn baby becomes separated from its mother and all hell breaks loose. Someone goes for help and returns in the nick of time with the calvary.<br /><br /> The battle scenes contain some graphic violence. For example, we see a woman being scalped alive and there is also a sequence where we see a horse being shot down. I have never seen an animal being slain so convincingly on screen. Mr.Griffith was becoming a master of staging large scale battle scenes, a talent that he would use extensively in his epic Civil War drama, ""The Birth of a Nation"" released the following year.<br /><br /> Even though it runs a scant 29 minutes, ""The Battle of Elderbush Gulch"" is nonetheless an exciting and historic bit of film making. See if you can spot Lionel Barrymore and Harry Carey in bit parts.",positive
"Troma founder, Lloyd Kaufman is The Crapkeeper in this anthology film made up of two films that were such celluloid feces that Llyod tried to salvage them by combining the two into one anthology film and throwing in copious amounts of nudity whenever possible. Does it work? nope, it's still crap that I'd have to scrape off my boots if I stepped in it.Will anyone like this mess? Sure, Young teen aged mongoloids with the combined IQs of a Vienna sausage have to laugh at something, I guess. For those who have brains that are even semi-functioning steer clear though and watch something less insulting to your intelligence, even ""Dude, Where's my car"" would do.<br /><br />My Grade: F",negative
"Though I really didn't feel anything for Lance's character, and felt his wife could have done much better with anyone else. It could have been a much stronger movie if they had spent more time on character development, perhaps with Lance- I would have liked it better.<br /><br />However, I have to completely agree with DoyleLuver, when they said ""And to quote Glenn Quinn's character Ben: 'I'm the star here in it, that's right I'm the talented one!'"" If you watch the movie, just watch him, even when he's in the background... just his facial expressions, all in the eyes, you KNOW for sure what motivates Ben, exactly how he feels about comments, even if it's a quick look behind a character's back. Great acting in a fair film.",positive
"I don't know what else to say about this horrible movie that hasn't already been said. Honestly I have only myself to be angry with. I should have know better when I saw the title of this movie that it would be a horrible piece of crap, but I loved War Games so I indulged my whim. I will live to regret that decision the rest of my life. From the very start when the government people explained that their super computer could determine who a terrorist was just by how well they played a video game I knew I was in for a ride though the land-that-good-writing-forgot. The list of very, very, very bad plot lines, dialog, and acting is so long I would crash IMDb if I tried to post it. To those people who said that they have seen worst movies than this one please tell me. I am actually curious to see something that could top this steaming pile of horse dung.",negative
"Poor acting, no script, no plot, no convincing killer, no suspense, no original setups, it uses the same closet/under the bed/person-behind-you-in-the-mirror tactics over and over again making it repetitive and boring, and NOT in a foreshadowing way either, and the fact that NOBODY ever ""really"" gets killed (at least not on screen) , which in turn zaps any suspense it may invoke right out of it and makes everyone feel eve MORE cheated for spending money on their admission ticket....its a horror film w/o any horror LMAO. The MOST you see is what looks like someone having taken a ketchup bottle and spraying it across a plastic sheet.<br /><br />You have to be a teen who was sitting there screaming in the theater and scaring yourself to have enjoyed this, or you were high/drunk at the time.<br /><br />Honestly, I have a life and don't bother writing reviews that often unless I really really hated something, or enjoyed it tremendously.<br /><br />But this film is AWFUL and I feel I have a duty of sorts to warn you NOT to give your money to Hollywood and encourage this kind of filmaking ever again! <br /><br />It is one thing to rent a ""bad"" movie at blockbuster from the Weinsteins, its another when you have to sit through it in a theater.<br /><br />Also, in case you want some remake nostalgia, forget it! This is NOT a remake, nor is it a re-imagining. It is not scary, nor engaging, nor is it satisfying enough to be ""funny"" like others on IMDb have claimed...it is just stale and booooring.<br /><br />Here is what you will take away from this film: remembering the scar on Brittany Snow's head that stands out more than the plot, the fact that Jonathan Schaech MUST be having some sexual affair with J.S. Cardone of ""The Forsaken"" to have gotten another role as a killer(because he is as frightening as my poodle, and too cute to kill just about anyone) and that for some reason (duh) everyone who goes back to the hotel suite never comes back. What kind of person would NOT get worried at the prom when they decide to announce the candidates for prom king and queen and the fiercely competitive girl just somehow doesn't show up? This is my warning to you. DO NOT waste you're money like I did. The ""original"" sucks too but is more of a guilty pleasure for Jamie Lee Curtis fans, though no way near as bad as this piece of crap (sorry to sound vulgar or rude, but once you see this, you will understand why I say what I say).",negative
"There are a few spoilers in this comment!!<br /><br />Contrary to the comments I just read by nativetex4u and a few others, I really liked the movie and would love to see it as a weekly series.<br /><br />I am a Judson Mills fan but also a huge Chuck Norris fan and while I'll admit that a few of the action scenes may have stretched the line a little, the storyline fit right in with other weekly series that are currently being aired.<br /><br />The opening fifteen minutes with Deke running from the bad guys after blowing up their missiles was very action packed. I do fail to see how that many ""professionals"" weren't able to hit a moving target, but the action was definitely there and Deke, being the hero, had to survive.<br /><br />As for the comment about needing to ""get the movie in the can to fill the time slot after the playoffs."" This movie was not originally scheduled by CBS for a January airing and filming was completed in May of 2001, a good 4 months before the terrorist attacks against the U.S.<br /><br />If the writer of the comment had been paying attention to the movie instead of trying to avoid it, maybe they would have realized the plot of the story: Rashid, a Bin Laden like character, planned to set off a nuclear device in the United States. The President's Man was called in to locate and eliminate the problem.<br /><br />Perhaps the writer should actually WATCH the movie before attempting to comment on it.<br /><br />",positive
"I've never seen a Bollywood film before but I caught the first ten minutes of this, laughed myself silly and hit the R button on Sky+. I'm glad I did!! I hope I don't insult anybody (because basically, the BF and I loved it!) but we couldn't take it half as seriously as the actors did - especially the obsessed one (who, I understand, is a huge Bollywood star because we've seen him on the cover of lots of dvds since and i even saw a doll of him today in Hamleys!! The BF keeps on about this bloke - I am beginning to think HE'S obsessed! He keeps saying that it's strange for the traditionally good looking one to be the anti-hero of a film! But then we do like films that aren't your stock predictable Hollywood fare).<br /><br />It was completely over the top but really good fun. If all Bollywood films are like this then we're watching more. I have had that bloomin' song in my head all week and I can't speak a word of Hindi! PS any recommendations would be appreciated!",positive
"JUST CAUSE showcases Sean Connery as a Harvard law prof, Kate Capshaw (does she still get work?) as his wife (slight age difference) and Lawrence Fishburne as a racist southern cop (!) and Ed Harris in a totally over the top rendition of a fundamentalist southern serial killer.<br /><br />Weird casting, but the movie plays serious mindf** with the audience. (don't read if you ever intend to seriously watch this film or to ever watch this film seriously due to the spoilers) First of all, I felt myself rolling my eyes repeatedly at the Liberal stereotypes: the cops are all sadistic and frame this black guy with no evidence. The coroner, witnesses and even the lawyer of the accused collaborate against him (he is accused of the rape and murder of a young girl) because he is black.<br /><br />Connery is a Harvard law prof who gives impassioned speeches about the injustices against blacks and against the barbarous death penalty. He is approached by the convicted man's grandmother to defend him and re-open the trial.<br /><br />Connery is stonewalled (yawn...) by the small town officials and the good IL' boys club but finds that the case against Blair, the alleged killer, now on death row, was all fabricated. The main evidence was his confession which was beaten out of him.<br /><br />The beating was administered by a black cop (!) who even played Russian roulette to get the confession out of him. Connery finds out that another inmate on death row actually did the murder and after a few tete a tetes with a seriously overacting, Hannibal Lecter-like Ed Harris, he finds out where Harris hid the murder weapon.<br /><br />He gets a re-trial and Blair is freed.<br /><br />I think... film over....<br /><br />Then suddenly! It turns out that Blair IS a psychotic psycho and that he used ""white guilt"" to enlist Connery. He concocted the story with Ed Harris in return for Blair carrying out a few murders for Harris.<br /><br />now Blair is on the loose again, thanks to Connery's deluded PC principles! The final 30 min. are a weird action movie tacked onto a legal drama, Connery and Fishburne fighting the serial killer in an alligator skinning house on stilts (yes, you read that right) in the everglades.<br /><br />That was one weird film.<br /><br />So the whole system is corrupt and inefficient, the cops are all just bullies and Abu Graib type torturers, but the criminals are really psychotics and deserve to fry.<br /><br />Truly depressing on every level! The system is completely rotten and the PC white guilt types who challenge it are seriously deluded too.<br /><br />Two thumbs down. Connery obviously had to make a mortgage payment or something.",negative
"i like full house and step by step the same. i don't have a favorite episode i just like certain scenes. but some scenes i don't like but i haft to say the reason i started watching this show is because it had Suzanne Summers in it. and my most favorite character was Dana. and Karen could be a snob sometimes, but she was good character also. i just like to watch family shows instead of trash that has a lot of drugs and violence. this show is a lot like other family shows where one of the parents are always strict about curfews and dates. other than step by step, my other favorite shows are full house, Sabrina the teenage witch, gomer pyle usmc, the andy griffith show, and dukes of hazzard.",positive
"First of all, I have to say I have worked for blockbuster and have seen quite a few movies to the point its tough for me to find something I haven't seen. Taking this into account, I want everyone to know that this movie was by far the worst film ever made, it made me pine for Gigli, My Boss's Daughter, and any other piece of junk you've ever seen. BeLyt must be out of his mind, I've only found one person who liked it and even they couldn't tell me what the movie was about. If you are able to decipher this movie and are able to tell me what it was about you have to either be the writer or a fortune teller because there's any other way a person could figure this crap out.<br /><br />FOR THE LOVE OF G-D STAY AWAY!",negative
"Yet another film about a tortured self-centered, arrogant, unfeeling hateful, self-destructive lead character we are supposed to care about.<br /><br />Don't get me wrong I am very open to all kinds of off the wall movies that have as the lead character a strongly self-destructive character. What I object to about this one is that there is so little background to this guy. Why did this guy hate himself and the world? Had the script dealt with this more they might have managed to elicit some sympathy for him. As it is he just comes off as an unpleasant hateful character, not tragic, just hateful.<br /><br />After taking great pains to make this guy as crazy and anti-social as possible and making his fate as dark as possible the writer then has the nerve to make a happy ending....<br /><br />This is not the worst film I have ever seen but it is in there putting up a good fight! Man! Don't waste your time.",negative
"In 1983, Director Brian De Palma set out to make a film about the rise and fall of an American gangster, and that he did-- with the help of a terrific screenplay by Oliver Stone and some impeccable work by an outstanding cast. The result was `Scarface,' starring Al Pacino in one of his most memorable roles. The story begins in May of 1980, when Castro opened the harbor at Mariel, Cuba, to allow Cuban nationals to join their families in the United States. 125,000 left Cuba at that time, for the greener pastures of freedom in America, and most were honest, hard-working people, thankful for the opportunity they had been granted. But not all. Among the `Marielitos' who streamed into Florida, approximately 25,000 had criminal records and were nothing less than the dregs of Cuba's jails-- criminals considered beyond redemption, who Castro had merely wanted to be rid of. And they, too, saw America as a land of opportunity, even as Al Capone had considered Chicago some fifty years earlier. And among the most ambitious was a man named Tony Montana (Pacino), known to his associates as `Caracortada.' Scarface.<br /><br />Now that he was free of the yoke of Communism under which he had grown up, Montana wanted what he felt was coming to him, and he wanted it now; and from the moment he stepped off the boat in Florida, he was determined to have it all. Wealth and power-- that was Montana's dream, and he would get it by doing what he did best, beginning with a favor for a man living in Miami by the name of Frank Lopez (Robert Loggia). Lopez, it seems, had a brother in Cuba who had met an untimely end at the hands of one of Castro's goons, a man who, having outlived his usefulness to Castro, had been summarily discarded and was currently being held in `Little Havana,' along with Montana and all of the Cubans just off the boats, where they awaited their papers from the government that would effect their transition into their new lives. And in short order, Montana sees to it that Lopez's brother has been avenged, and it sets the stage for his own entrance into the underworld of America.<br /><br />Lopez, a wealthy businessman with the right connections, in return for the favor gets Montana and his friend, Manny (Steven Bauer), released from the holding camp, and puts them to work. In his day, Capone may have had bootlegging as a means through which to line his coffers with illicit gain, but Lopez has the modern day equivalent, and it's even more lucrative: Cocaine. Lopez takes Montana under his wing and indoctrinates him into the life, but once he has a taste of it, Montana isn't satisfied with whatever crumbs Lopez sees fit to throw his way, and he sets a course that will take him to where he wants to be: At the `top.' With a cold-blooded, iron will, Montana decides he'll do whatever it takes to get there, no matter what the cost. but before it's over, he will realize the price for his dream, and he'll pay it; but for a brief moment, perhaps he will know what it's like to be The Man. And he will also know whether or not it was worth it.<br /><br />In step with De Palma's vision, Pacino plays Montana larger-than-life, and he does it beautifully. From the accent he affects (which he researched thoroughly to make sure he got it right-- and he did), to the body language and the attitude, he's got it all, and it makes Montana convincing and very real. What he brings to the role is nuance and style, in a way that few actors (De Niro would be one) can. This is definitely not a character that is sympathetic in any way, nor is there anything about Montana that you can readily relate to on a personal level; but Pacino's screen presence is so strong that it makes him a thoroughly engrossing character, even though it's hard to become emotionally involved with him. It's quite simply a dynamic, memorable performance.<br /><br />Michelle Pfeiffer gives a solid performance, as well, in the role that put her on the path to stardom. As Elvira, the woman who becomes an integral part of Montana's dream, Pfeiffer is subtle and understated, giving that sense of something going on underneath, while affecting a rather cold and distant exterior countenance. She, like Pacino, definitely makes her presence felt as she fairly glides across the screen with a stoic, enigmatic and sultry demeanor.<br /><br />The supporting cast includes Mary Elizabeth Mastrantonio (Gina), Miriam Colon (Mama Montana), F. Murray Abraham (Omar), Paul Shenar (Sosa) and Harris Yulin (Bernstein). An excellent precursor to the more recent and highly acclaimed `Traffic,' and `Blow,' and well as having a climactic scene reminiscent of Peckinpah's `The Wild Bunch,' De Palma's `Scarface,' originally panned by critics, has since been cited by many as being the definitive American gangster saga. Much of the violence is implied rather than graphic, but this film still has an edge of realism to it that many may find somewhat disturbing. But if you stay with it, there is a lesson to be learned in the end. And like many lessons in life, the most valuable are often the hardest to take at the time. But the reward is always worth it, and that's the way it is with this film. I rate this one 8/10. <br /><br /> <br /><br /> <br /><br />",positive
"Morgan Freeman and Paz Vega are the mismatched pair who get in the car and go about doing errands according to the need of one or the other. Morgan Freeman is superbly human, relating with one and all, while Paz Vega is the edgy cashier behind the ""10 Items or Less"" check out line, intimidating customers and bored out of her mind. Together they explore, discover, and learn from each other. To do that of course they must be vulnerable, interested in change, and have a sense of humour, all of which they both have. I wish this film was realistic, I wish this type of story happened more often, I wish we didn't have to go to the movies to realize that we can indeed connect with each other even if we come from vastly different backgrounds. The film's message is based in the open heart, and makes us wonder about the possibility of another world where we meet each other from there - a world where peace could be a possibility.",positive
"This movie was so weak that it couldn't even come up with good cliches to rip off. I love horror movies and will see practically anything, but if I had it to do over again I would have skipped this one entirely. You may think that I'm exaggerating, but I challenge anyone to find anything even remotely satisfying or interesting about this piece of garbage. Not scary, not funny, not curious, not worth it.",negative
